trial_number,run_id,cost,complexity,n_estimators,learning_rate,max_depth,is_on_front,is_selected,pinball,winkler
231,8d3f6b425a7e4b53974bedb8874ab212,16.114592149876945,62.848,982,0.0228665743911724,6,False,False,16.114592149876945,62.848
395,485a39068cc34c4c8a1ebd9edac44bd2,16.161432466480576,497.408,1943,0.09582755513670488,12,False,False,16.161432466480576,497.408
197,a51d3175493e4faba455f0d368e0ff80,16.16273337223095,559.104,2184,0.2112636493693296,12,False,False,16.16273337223095,559.104
212,bfbb6f0e799e4a0bae3fa9c5350cca6b,16.170996341413055,624.384,2439,0.005000000000000002,12,False,False,16.170996341413055,624.384
204,e9b6234e5cf14b639490c468796255aa,16.195866529907686,192.0,3000,0.1110925324509115,6,False,False,16.195866529907686,192.0
291,3055698660e442b1beb01652bfa828fa,16.196070687725435,187.52,2930,0.03964932515206625,6,False,False,16.196070687725435,187.52
232,92de42a33739499f98e042fc0bf9d86c,16.19696161754626,602.88,2355,0.03719032987445771,12,False,False,16.19696161754626,602.88
171,a508ff44e84b418eb7504c3726bca706,16.242370156652623,24.384,381,0.06818166404431882,6,False,False,16.242370156652623,24.384
301,ab652ff825ef47c58152fdd8567c4e42,16.267765836330028,131.008,2047,0.009767206652754238,6,False,False,16.267765836330028,131.008
307,9e2bba6fb18147c08a9878a3d8587a91,16.283132626739704,27.072,423,0.017652336367994976,6,False,False,16.283132626739704,27.072
268,85fad65afa2c47c79a069ad026534b97,16.286207682284303,158.976,2484,0.17039364923582584,6,False,False,16.286207682284303,158.976
416,7849254340674c7d862db51bfa4be887,16.296988618236963,35.456,277,0.016375399825825587,7,False,False,16.296988618236963,35.456
403,bd0b9bf79a9a4cbf9910b8f2ce1e052b,16.296988618236963,35.456,277,0.016375399825825587,7,False,False,16.296988618236963,35.456
243,d614b3ae7613418ca7e28216ab79a48b,16.307525741294324,641.28,2505,0.01358674829596845,12,False,False,16.307525741294324,641.28
256,41ffa5451e094b448d7e8d5b2b8bc93e,16.309063908397412,578.816,2261,0.030274334766839783,12,False,False,16.309063908397412,578.816
345,f6200fbc013e46d9a7508543770cacd1,16.322712926463037,6.4,50,0.3,7,False,False,16.322712926463037,6.4
239,3e30bfa5b3e84c248a8c97946283a646,16.360318530938876,233.216,911,0.11749804108029245,12,False,False,16.360318530938876,233.216
267,d0002ebc58cc4acfac17d03817519be8,16.36629205190653,271.104,1059,0.017772865235813822,12,False,False,16.36629205190653,271.104
271,3883cab70aae440e823ce12b38265b42,16.381184368079403,115.968,453,0.09875756518213838,12,False,False,16.381184368079403,115.968
318,d048a3067b434cdab6cf1381c87b72b7,16.4135817144156,14.464,226,0.03424784022102983,6,False,False,16.4135817144156,14.464
170,2e86b60b0b6e47a89af3ce5d5d8de266,16.42646354842632,276.224,1079,0.05029985909482351,12,False,False,16.42646354842632,276.224
177,07cbe1622692452799d40d7fee265f1b,16.4458337849284,91.328,1427,0.07068270851532246,6,False,False,16.4458337849284,91.328
424,a5df39e77e504a02b3a19d5d273e4a16,16.451305215600353,86.528,676,0.010526458851636467,7,False,False,16.451305215600353,86.528
411,109cbaaace4d42438ade9181b66944ca,16.451305215600353,86.528,676,0.010526458851636467,7,False,False,16.451305215600353,86.528
235,4c96f1fa180e4e16b121a920c545a54f,16.487975416037177,127.232,497,0.0324886525916635,12,False,False,16.487975416037177,127.232
422,f1337091f94a4777abe79441f0b9dee8,16.49314307342603,86.528,338,0.08234548958371457,9,False,False,16.49314307342603,86.528
409,3215d4fdc4ca48c5a0e9cb29a59df00f,16.49314307342603,86.528,338,0.08234548958371457,9,False,False,16.49314307342603,86.528
308,01ea707bead946cea8809b0ba143b439,16.497007682328253,134.08,2095,0.005000000000000002,6,False,False,16.497007682328253,134.08
367,3c0dd98220d045ffad3eadf751ab487b,16.532773101715506,82.624,1291,0.00770895843883611,6,False,False,16.532773101715506,82.624
320,1a36fe53ba3641e3b2a8409458dd75dc,16.533265176873073,52.096,814,0.15971881045444042,6,False,False,16.533265176873073,52.096
300,5a7f0efdf47c461e96ff7f55188a9696,16.56078671801598,455.424,1779,0.011035679734369891,12,False,False,16.56078671801598,455.424
292,13c2b99b728a4a2390fd93012d4bde91,16.58234588131753,633.6,2475,0.2715422036363731,12,False,False,16.58234588131753,633.6
262,39568874a6bb4f768afc1947f74ee5d5,16.595506395911325,13.056,204,0.10664169085511256,6,False,False,16.595506395911325,13.056
196,645b3a2c148d410a94515029e4e6a300,16.662783229387646,94.976,371,0.01975028319194906,12,False,False,16.662783229387646,94.976
364,5b8a56524ad148afb8c765ad357fb659,16.666801503105372,68.736,1074,0.29999999999999977,6,False,False,16.666801503105372,68.736
